NCT ID,Disease,Drug Name
NCT06628310,Gastroesophageal junction adenocarcinoma,oxaliplatin
NCT06983210,Renal pelvis/ureter urothelial carcinoma,"Add-on effect of adding tamivarotene (AM80) to gemcitabine, cisplatin, and nivolumab combination therapy"
NCT07066995,Exocrine pancreatic carcinoma,Mesothelin and Claudin
NCT07066995,Malignant pancreatic neoplasm,Mesothelin and Claudin
NCT06690281,Cholangiocarcinoma,KRAS TCR-Transduced PBL
NCT06690281,Cholangiocarcinoma,aldesleukin
NCT06690281,Cholangiocarcinoma,fludarabine
NCT06690281,Cholangiocarcinoma,cyclophosphamide
NCT06690281,Malignant pancreatic neoplasm,KRAS TCR-Transduced PBL
NCT06690281,Malignant pancreatic neoplasm,aldesleukin
NCT06690281,Malignant pancreatic neoplasm,fludarabine
NCT06690281,Malignant pancreatic neoplasm,cyclophosphamide
NCT06690281,Pediatric hepatocellular carcinoma,KRAS TCR-Transduced PBL
NCT06690281,Pediatric hepatocellular carcinoma,aldesleukin
NCT06690281,Pediatric hepatocellular carcinoma,fludarabine
NCT06690281,Pediatric hepatocellular carcinoma,cyclophosphamide
NCT06772610,Non-small cell lung carcinoma,Ensartinib group
NCT06643910,Non-small cell lung carcinoma,Single drug group A
NCT06643910,Non-small cell lung carcinoma,Combined treatment group B
NCT07085195,Parkinson disease,clozapine
NCT06714981,Obesity disorder,Opioid Free Anaesthesia
NCT06714981,Obesity disorder,Opioid based Anesthesia
NCT06685081,Pain,dexmedetomidine
NCT06685081,Pain,dexmedetomidine
NCT06685081,Pain,dexmedetomidine
NCT06685081,Pain,dexmedetomidine
NCT06685081,Pain,lidocaine and triamcinolone
NCT07108881,Hypotensive disorder,C
NCT07108881,Hypotensive disorder,T
NCT07052981,IgA glomerulonephritis,Telitacicept
NCT07128381,Myelofibrosis,Axatilimab (SNDX-6352)
NCT07128381,Myelofibrosis,ruxolitinib
NCT06905210,Acne,Experimental drug
NCT06581081,Precursor B-cell acute lymphoblastic leukemia,Senl_B19 autologous CAR-T (S1904) treatment
NCT07059910,Autoimmune thrombocytopenic purpura,Steroid and eltrombopage
NCT06822881,Systemic lupus erythematosus,CAR-T Therapy
NCT06822881,Systemic sclerosis,CAR-T Therapy
NCT06586281,Psoriatic arthritis,guselkumab
NCT06903910,Parkinson disease,Donepezil (Aricept)
NCT06932081,Congenital heart disease,SGLT2 inhibitors
NCT06932081,Tetralogy of fallot,SGLT2 inhibitors
NCT06913881,Type 2 diabetes mellitus,GLP-1
NCT07072910,Migraine disorder,cabergoline
NCT07072910,Migraine disorder,Cabergoline
NCT06875310,Carcinoma,adagrasib
NCT06875310,Carcinoma,pembrolizumab
NCT06875310,Carcinoma,carboplatin
NCT06875310,Carcinoma,pemetrexed
NCT06875310,Carcinoma,cisplatin
NCT06762769,Smoldering plasma cell myeloma,isatuximab
NCT06762769,Smoldering plasma cell myeloma,Iberdomide
NCT06762769,Smoldering plasma cell myeloma,dexamethasone
NCT06656169,Arthritic joint disease,Subcutaneous polyvidone collagen
NCT07108868,B-cell chronic lymphocytic leukemia,CAR-T cells targeting CD19 and CD22
NCT07108868,Lymphoma,CAR-T cells targeting CD19 and CD22
NCT06820268,B-cell non-Hodgkin lymphoma,XS-04 tablet
NCT06820268,Childhood myelodysplastic syndrome,XS-04 tablet
NCT07077668,Amyotrophic lateral sclerosis,A sterile aqueous solution of RAG -
NCT06783569,Gastric carcinoma,JR8603
NCT07089368,Acne,Zn(II)-phthalocyanine gel
NCT06738368,Precursor B-cell acute lymphoblastic leukemia,ASPARAGINASE ERWINIA CHRYSANTHEMI
NCT06738368,Precursor B-cell acute lymphoblastic leukemia,cyclophosphamide
NCT06738368,Precursor B-cell acute lymphoblastic leukemia,doxorubicin
NCT06738368,Precursor B-cell acute lymphoblastic leukemia,etoposide
NCT06738368,Precursor B-cell acute lymphoblastic leukemia,filgrastim
NCT06738368,Precursor B-cell acute lymphoblastic leukemia,pegfilgrastim
NCT06738368,Precursor B-cell acute lymphoblastic leukemia,prednisone
NCT06738368,Precursor B-cell acute lymphoblastic leukemia,rituximab
NCT06738368,Precursor B-cell acute lymphoblastic leukemia,vincristine
NCT07025369,Prostate adenocarcinoma,relugolix
NCT06634069,Intracranial hypertension,sodium lactate
NCT06634069,Intracranial hypertension,3% NaCl
NCT06660069,Gingivitis,Stannous Fluoride Toothpaste (Parodontax Complete Protection Toothpaste)
NCT06660069,Gingivitis,CPC Mouthwash (Parodontax Active Gum Health Mouthwash)
NCT06660069,Gingivitis,Regular Fluoride Toothpaste (Crest Cavity Protection)
NCT06660069,Gingivitis,Stannous Fluoride Toothpaste (Parodontax Complete Protection Toothpaste)
NCT06765668,Parkinson disease,CREXONT ER
NCT06591468,Primary biliary cholangitis,prednisone
NCT06591468,Primary biliary cholangitis,UDCA (Ursodeoxycholic acid)
NCT07103668,Gastric adenocarcinoma,CAR T cells
NCT07103668,Gastric adenocarcinoma,Control
NCT06612268,Sickle cell disease,Etavopivat
NCT06673069,Down syndrome,ION269
NCT06994169,Large B-cell lymphoma,glofitamab
NCT06862869,Carcinoma,alectinib
NCT06647069,Barrett esophagus,DR-0201
NCT06647069,Dermatomyositis,DR-0201
NCT06647069,Scleroderma,DR-0201
NCT06647069,Sjogren syndrome,DR-0201
NCT06647069,Systemic lupus erythematosus,DR-0201
NCT06647069,Systemic sclerosis,DR-0201
NCT07111468,Bronchitis,YHP2401
NCT07111468,Bronchitis,YHR2402
NCT07111468,Bronchitis,YHR2403
NCT06672068,Non-small cell lung carcinoma,TY-9591
NCT06672068,Non-small cell lung carcinoma,TY-9591
NCT06783868,Atrial fibrillation,"Market-approved AVNB, OAC and AAD"
NCT06783868,Cerebrovascular disorder,"Market-approved AVNB, OAC and AAD"
NCT06792968,Maturity-onset diabetes of the young type 1,Empagliflozin + Metformin hydrochloride
NCT06792968,Maturity-onset diabetes of the young type 1,Synjardy
NCT06976268,Parkinson disease,BHV-8000
NCT06976268,Parkinson disease,BHV-8000
NCT06933368,Gingivitis,Crest Cavity Protection Toothpaste
NCT06933368,Gingivitis,Experimental Mouthwash
NCT06790368,Allergic disease,VENOX
NCT06851468,Helicobacter pylori,Keverprazan
NCT06851468,Helicobacter pylori,esomeprazole
NCT06851468,Helicobacter pylori,amoxicillin
NCT06644768,Non-small cell lung carcinoma,valemetostat tosylate
NCT06644768,Non-small cell lung carcinoma,pembrolizumab
NCT07030868,Obesity disorder,LY6249492
NCT07030868,Type 2 diabetes mellitus,LY6249492
NCT06824168,Leukemia,Quizartinib High Dose
NCT06824168,Leukemia,Quizartinib Low Dose
NCT06830668,HIV infectious disease,Regimen：BIC+FTC+TAF
NCT07068568,Basal cell carcinoma,sonidegib
NCT06794268,Follicular lymphoma,lisocabtagene maraleucel
NCT06835569,Cancer,ALTA3263
NCT06835569,Non-small cell lung carcinoma,ALTA3263
NCT07041268,Diabetes mellitus,rituximab
NCT06748872,Ovarian carcinoma,Lymphodepletion
NCT06748872,Ovarian carcinoma,TCR-T cells (MDG1015)
NCT06748872,Soft tissue sarcoma,Lymphodepletion
NCT06748872,Soft tissue sarcoma,TCR-T cells (MDG1015)
NCT06609668,Polymyalgia rheumatica,Additional blood samples
NCT06609668,Temporal arteritis,Additional blood samples
NCT06984146,Hodgkins lymphoma,nivolumab
NCT06984146,Hodgkins lymphoma,doxorubicin
NCT06984146,Hodgkins lymphoma,vinblastine
NCT06984146,Hodgkins lymphoma,dacarbazine
NCT07121569,Ischemic stroke,Oral lumbrokinase DLBS1033
NCT07077369,Hepatocellular carcinoma,WGc-0201 injection
NCT07077369,Hepatocellular carcinoma,tislelizumab
NCT06972069,Kidney failure,"Conditioning Regimen (Rituxan, Siplizumab, Cyclophosphamide, Tegoprubart)"
NCT06968546,Pain,Intranasal Sufentanil
NCT06968546,Pain,Intranasal Ketamine (IN)
NCT06886269,Pain,14C-VX-993
NCT07064668,Hepatocellular carcinoma,TUDCA (Tauroursodeoxycholic Acid) Supplementation
NCT07064668,Hepatocellular carcinoma,Immune checkpoint inhibitor (ICI)
NCT07121946,Diffuse large B-cell lymphoma,LTZ-301
NCT07121946,Diffuse large B-cell lymphoma,LTZ-301
NCT07121946,Diffuse large B-cell lymphoma,LTZ-301
NCT07121946,Follicular lymphoma,LTZ-301
NCT07121946,Follicular lymphoma,LTZ-301
NCT07121946,Follicular lymphoma,LTZ-301
NCT07121946,Mantle cell lymphoma,LTZ-301
NCT07121946,Mantle cell lymphoma,LTZ-301
NCT07121946,Mantle cell lymphoma,LTZ-301
NCT07121946,Marginal zone lymphoma,LTZ-301
NCT07121946,Marginal zone lymphoma,LTZ-301
NCT07121946,Marginal zone lymphoma,LTZ-301
NCT06736769,Anorexia nervosa,Ketamine infusion
NCT07073768,Maturity-onset diabetes of the young type 1,Trelagliptin
NCT07073768,Maturity-onset diabetes of the young type 1,Sitagliptin
NCT07115069,Obesity disorder,GLP-1 receptor agonist
NCT06718569,Arthritic joint disease,Biological or targeted synthetic DMARD
NCT06718569,Spondyloarthropathy,Biological or targeted synthetic DMARD
NCT06665568,Anxiety,Intranasal ketamine hydrochloride
NCT07082868,Primary central nervous system lymphoma,ibrutinib
NCT07082868,Primary central nervous system lymphoma,epcoritamab
NCT06972446,Rheumatoid arthritis,Lutikizumab
NCT06972446,Rheumatoid arthritis,Ravagalimab
NCT07086469,Esophageal squamous cell carcinoma,Neoadjuvant immunochemotherapy
NCT07086469,Esophageal squamous cell carcinoma,Surufatinib Administration
NCT07086469,Esophageal squamous cell carcinoma,Concurrent Chemotherapy
NCT06590246,Hepatocellular carcinoma,Armored and GPC3-targeted autologous CAR T-cell
NCT06711146,Systemic lupus erythematosus,Metabolically Armed CD19 CAR-T cells
NCT07019246,Hypertensive disorder,EP mixture
NCT07019246,Hypertensive disorder,propofol
NCT06812546,Heart failure,vericiguat
NCT06609369,Insomnia,varenicline
NCT06797869,Diabetes mellitus,CagriSema (Cagrilintide B and Semaglutide I)
NCT06617169,Childhood bladder carcinoma,MNPR-101-PCTA-177Lu
NCT06617169,Gastric carcinoma,MNPR-101-PCTA-177Lu
NCT06617169,Malignant pancreatic neoplasm,MNPR-101-PCTA-177Lu
NCT06617169,Ovarian cancer,MNPR-101-PCTA-177Lu
NCT06617169,Triple-negative breast carcinoma,MNPR-101-PCTA-177Lu
NCT06617169,Urothelial carcinoma,MNPR-101-PCTA-177Lu
NCT06680869,Cardiac arrest,amiodarone hydrochloride Injection
NCT06752746,Acquired polycythemia vera,9MW3011
NCT06984068,Rotator cuff syndrome,vitamin D
NCT06608368,Dentin sensitivity,Test Dentifrice (Sensodyne Repair and Protect Original Mint)
NCT06608368,Dentin sensitivity,Positive Control Dentifrice (Sensodyne Fresh Mint)
NCT06608368,Dentin sensitivity,Reference Dentifrice (Crest Cavity Protection Regular)
NCT06867146,Malignant pancreatic neoplasm,Three-drug chemotherapy group
NCT06867146,Malignant pancreatic neoplasm,two-drug chemotherapy group
NCT07030569,HER2 positive breast carcinoma,Trastuzumab deruxtecan (DS-8201a)
NCT06919510,Rectum adenocarcinoma,lvonescimab
NCT06919510,Rectum adenocarcinoma,CAPOX (oxaliplatin/capecitabine)
NCT06952712,Preeclampsia,Aspirin
NCT06952712,Preeclampsia,Aspirin
NCT06853912,Post-traumatic stress disorder,Psilocybin
NCT06608212,Type 2 diabetes mellitus,"Finerenone (Kerendia, BAY948862)"
NCT06608212,Type 2 diabetes mellitus,Others except finerenone
NCT06957210,Post-traumatic stress disorder,SSRIs
NCT06785012,Depressive disorder,JNJ-89495120
NCT06787612,Ovarian cancer,Ubamatamab
NCT06787612,Ovarian cancer,bevacizumab
NCT06787612,Ovarian cancer,cemiplimab
NCT06787612,Ovarian cancer,Fianlimab
NCT06787612,Ovarian cancer,PLD
NCT06787612,Ovarian cancer,sarilumab
NCT06735781,Non-small cell lung carcinoma,nivolumab
NCT06620510,Hepatocellular carcinoma,Immuncell-LC
NCT06620510,Hepatocellular carcinoma,No Interventions
NCT06918912,Diffuse large B-cell lymphoma,Loncastuximab Tesirine (Anti-CD19 Antibody-Drug Conjugate)
NCT06918912,High grade B-cell lymphoma,Loncastuximab Tesirine (Anti-CD19 Antibody-Drug Conjugate)
NCT06833112,Ankylosing spondylitis,secukinumab
NCT06833112,Ankylosing spondylitis,adalimumab
NCT06802081,Atrial fibrillation,tirzepatide
NCT06802081,Obesity disorder,tirzepatide
NCT07085481,Cataract,room temperature Bupivacaine
NCT07085481,Cataract,warm Bupivacaine
NCT06830395,IgA glomerulonephritis,CM313
NCT06970795,Small cell lung carcinoma,SYS6040 for injection
NCT06643481,Amyotrophic lateral sclerosis,VHB937
NCT06757881,Hepatocellular carcinoma,Gene modified anti-IL1RAP Chimeric Antigen Receptor T Cells :1.0×10^8(First dose group)
NCT06757881,Hepatocellular carcinoma,Gene modified anti-IL1RAP Chimeric Antigen Receptor T Cells :2.5×10^8(Second dose group)
NCT06757881,Hepatocellular carcinoma,Gene modified anti-IL1RAP Chimeric Antigen Receptor T Cells :5.0×10^8（Third dose group）
NCT06687681,Malignant glioma,NK cell therapy
NCT06831981,Rectal carcinoma,Chemotherapy with
NCT06831981,Rectal carcinoma,Consolidation chemotherapy with FOLFOX
NCT06773481,Malignant glioma,BC008-1A
NCT06773481,Malignant glioma,BC008-1A
NCT06910072,Triple-negative breast carcinoma,paclitaxel polymeric micelles + carboplatin + iparomilimab and tuvonralimab
NCT06975072,Pain,Magnesium sulfate administration
NCT07043972,Urothelial carcinoma,gemcitabine
NCT07043972,Urothelial carcinoma,carboplatin
NCT06841172,Hepatocellular carcinoma,Systemic therapy (Continuation of current first-line systemic therapy)
NCT06841172,Hepatocellular carcinoma,Systemic therapy (Early switch to second-line systemic therapy)
NCT06695572,Type 2 diabetes mellitus,CKD-383
NCT06669169,Heart failure,Low dose Jia Shen Tablet
NCT06669169,Heart failure,High dose Jia Shen Tablet
NCT06885268,Hypotensive disorder,noradrenaline infusion for management blood pressure
NCT06995872,Neuroblastoma,rhIL-15
NCT06995872,Neuroblastoma,Dinituximab
NCT06995872,Neuroblastoma,temozolomide
NCT06995872,Neuroblastoma,irinotecan hydrochloride
NCT06859268,Obesity disorder,Retatrutide
NCT06607172,Gingivitis,Cetylpyridinium Chloride (CPC)
NCT06949072,Dental caries,Test Dentifrice
NCT06949072,Dental caries,Reference Dentifrice
NCT06949072,Dental caries,Negative Control Dentifrice
NCT07072572,Ascites,Lower albumin dosage
NCT07072572,Cirrhosis of liver,Lower albumin dosage
NCT06807268,Atopic eczema,abrocitinib
NCT06796868,Endogenous depression,GW117 Tablets
NCT06796868,Endogenous depression,GW117 Tablets
NCT06796868,Endogenous depression,GW117 Tablets
NCT06703268,Type 2 diabetes mellitus,HSK7653
NCT06703268,Type 2 diabetes mellitus,Daily DPP-4 inhibitor
NCT06972472,Obesity disorder,Orforglipron
NCT06972472,Type 2 diabetes mellitus,Orforglipron
NCT06976372,Obesity disorder,AMG
NCT06943872,B-cell chronic lymphocytic leukemia,Sonrotoclax
NCT06943872,B-cell chronic lymphocytic leukemia,obinutuzumab
NCT06943872,B-cell chronic lymphocytic leukemia,rituximab
NCT06943872,B-cell chronic lymphocytic leukemia,venetoclax
NCT06864104,Hypertensive disorder,Tonlamarsen
NCT07085104,Lupus nephritis,Cyclophophamide
NCT07085104,Systemic lupus erythematosus,Cyclophophamide
NCT07085104,Systemic sclerosis,Cyclophophamide
NCT06835504,Abdominal pain,ketamine hydrochloride
NCT06835504,Abdominal pain,Morphine sulphate
NCT06835504,Pain,ketamine hydrochloride
NCT06835504,Pain,Morphine sulphate
NCT06757504,Autism,TTYP01 Tablets (12mg or
NCT06754501,Cancer,atezolizumab
NCT06754501,Cancer,Tiragolumab
NCT07030101,Hypertensive disorder,TCA108
NCT07030101,Hypertensive disorder,Bramicar HCT
NCT06718101,Atopic eczema,Lutikizumab
NCT06789172,Non-small cell lung carcinoma,OKN4395
NCT06789172,Non-small cell lung carcinoma,H2 Receptor Antagonist
NCT06789172,Pancreatic adenocarcinoma,OKN4395
NCT06789172,Pancreatic adenocarcinoma,H2 Receptor Antagonist
NCT06789172,Sarcoma,OKN4395
NCT06789172,Sarcoma,H2 Receptor Antagonist
NCT06952504,Endometrial cancer,pembrolizumab
NCT06952504,Endometrial cancer,carboplatin
NCT06952504,Endometrial cancer,paclitaxel
NCT06952504,Endometrial cancer,docetaxel
NCT06952504,Endometrial cancer,Sacituzumab Tirumotecan
NCT06947304,Metabolic dysfunction-associated steatohepatitis,Miricorilant
NCT06947304,Metabolic dysfunction-associated steatotic liver disease,Miricorilant
NCT06881472,Type 1 diabetes mellitus,Glucose-dependent Insulinotropic Polypeptide (GIP)
NCT06881472,Type 1 diabetes mellitus,alanine
NCT07107204,Leukemia,BT02
NCT07107204,Lymphoma,BT02
NCT06699472,Ewing sarcoma,Chemotherapy
NCT06699472,Ewing sarcoma,trilaciclib Injection [Cosela]
NCT06838104,Psychotic disorder,melatonin
NCT06851104,Hepatocellular carcinoma,Cadonilimab (AK104)
NCT06725004,Polycystic ovary syndrome,oxytocin
NCT06725004,Polycystic ovary syndrome,human chorionic gonadotropin
NCT06764004,Periapical periodontitis,Bleeding and clots
NCT06769204,Infertility disorder,EMLA SPRAY
NCT06943404,Post-traumatic stress disorder,BXCL501 (dexmedetomidine HCl)
NCT06657404,Atrial fibrillation,"use Amiodarone, Bisoprolol and Digoxin"
NCT06940401,Non-small cell lung carcinoma,JS111 capsules (AP-L1898)
NCT07098104,Gastric carcinoma,Immunotherapy
NCT06939504,Pulmonary fibrosis,HRS-9813 Capsule
NCT06939504,Pulmonary fibrosis,HRS-9813 Tablet
NCT06826872,Hypertensive disorder,SPC
NCT06826872,Hypertensive disorder,SPC
NCT06826872,Hypertensive disorder,SPC
NCT06826872,Hypertensive disorder,SPC
NCT06957704,Depressive disorder,ketamine
NCT06957704,Depressive disorder,midazolam
NCT06941272,Childhood malignant neoplasm,Patritumab Deruxtecan
NCT06717204,Myocardial infarction,vericiguat Oral Tablet [Verquvo]
NCT06717204,Myocardial infarction,Prescription Drugs
NCT06800404,Multiple sclerosis,Autologous HB-adMSCs
NCT06727604,Graves disease,IMVT-1402
NCT06727604,Graves disease,IMVT-1402
NCT06942104,Malignant glioma,18F-TRX
NCT06731504,Hematopoietic and lymphoid cell neoplasm,abatacept
NCT06712472,Endometrial cancer,Olaparib (300 mg BID)
NCT06682572,Ovarian cancer,Avutometinib (VS-6766) + Defactinib (VS-6063)
NCT06640972,Cholesterol,RDX-002
NCT06712004,Cerebrovascular disorder,Bevifibatide citrate injection
NCT06712004,Ischemic stroke,Bevifibatide citrate injection
NCT06908304,Carcinoma,6-Thio-2'-Deoxyguanosine
NCT06908304,Carcinoma,cemiplimab
NCT06908304,Carcinoma,docetaxel
NCT06908304,Carcinoma,vinorelbine
NCT06908304,Carcinoma,Gemcitabine alone
NCT06973772,Chikungunya,DENGUE: Dengue
NCT06973772,Chikungunya,DENGUE: Dengue
NCT06973772,Chikungunya,Chikungunya (CHIKV) live attenuated vaccine (VLA1555)
NCT06973772,Dengue disease,DENGUE: Dengue
NCT06973772,Dengue disease,DENGUE: Dengue
NCT06973772,Dengue disease,Chikungunya (CHIKV) live attenuated vaccine (VLA1555)
NCT06823804,"Familial acute respiratory distress syndrome, ANLN-related, dog",10ml of
NCT07115004,Von Willebrand disease (hereditary or acquired),VGA039
NCT06642272,Diabetes mellitus,empagliflozin
NCT06642272,Diabetes mellitus,dapagliflozin
NCT06642272,Heart failure,empagliflozin
NCT06642272,Heart failure,dapagliflozin
NCT06998004,Rabies,AVX70120 low dose level
